review_id,target,public
1667,0,1
1669,0,0
1678,0,1
1679,6,0
1682,8,0
1687,0,0
1697,8,1
1700,0,1
1702,8,0
1703,8,1
1706,5,1
1709,8,1
1719,8,0
1720,0,0
1732,8,0
1734,8,1
1738,0,0
1742,8,0
1743,8,1
1744,6,0
1745,8,0
1748,0,1
1749,8,0
1750,"4,8",0
1752,8,0
1759,0,0
1762,0,0
1764,8,0
1766,"1,8",1
1771,8,1
1782,0,1
1784,8,0
1792,0,1
1803,0,1
1804,8,0
1805,0,1
1809,8,0
1810,8,1
1813,0,0
1816,8,0
1822,3,1
1829,0,0
1839,0,1
1843,8,1
1847,0,0
1850,0,0
1854,3,0
1862,8,0
1863,8,1
1864,3,1
1865,0,0
1868,8,0
1871,0,1
1876,8,0
1886,0,1
1891,0,1
1900,"1,8",0
1913,8,0
1915,8,0
1920,8,1
1926,0,1
1933,0,0
1939,0,1
1943,0,0
1952,8,0
1969,8,0
1972,6,1
1973,8,1
1979,0,0
1980,0,0
1987,0,0
1992,7,1
1993,8,0
1994,0,0
1999,0,1
2002,0,1
2003,1,0
2012,8,0
2015,3,0
2020,8,0
2024,6,1
2027,1,1
2030,0,1
2039,0,0
2045,0,0
2048,8,1
2050,"1,8",1
2052,8,1
2055,8,1
2057,"6,8",1
2061,0,0
2064,8,0
2071,0,0
2072,8,1
2074,8,1
2075,8,0
2077,0,0
2081,8,1
2087,0,0
2088,8,1
2089,0,0
2093,8,1
2095,8,0
2101,8,0
2106,0,0
2118,8,0
2123,0,0
2125,0,0
2130,0,1
2135,8,1
2137,8,1
2138,8,0
2146,8,1
2148,0,1
2156,"1,8",1
2159,"1,8",1
2160,8,0
2164,8,0
2169,8,1
2191,8,1
2193,8,0
2197,0,1
2198,0,0
2206,8,1
2214,8,0
2221,0,0
2222,0,1
2225,8,0
2227,8,0
2229,0,1
2233,0,1
2236,"1,6",1
2239,8,0
2240,0,1
2241,8,1
2244,8,0
2245,1,0
2247,8,1
2250,8,1
2251,8,1
2257,0,1
2260,8,1
2261,0,1
2266,0,1
2269,1,1
2272,"1,6,8",0
2276,8,0
2278,0,0
2279,8,0
2281,8,0
2292,0,0
2304,0,0
2305,8,1
2306,0,1
2307,0,0
2329,0,1
2332,8,1
2339,8,1
2340,8,0
2345,8,1
2346,6,0
2351,8,0
2354,0,1
2355,8,0
2356,8,0
2357,3,0
2365,8,0
2372,8,1
2373,8,0
2374,0,1
2382,8,0
2383,8,1
2385,8,1
2389,0,1
2392,0,0
2394,8,0
2396,0,1
2400,8,1
2407,8,1
2408,0,1
2413,8,0
2415,0,0
2420,8,1
2424,8,0
2431,8,1
2432,0,0
2433,8,0
2446,8,0
2449,0,1
2450,0,1
2455,6,1
2456,0,0
2458,0,0
2459,1,0
2464,3,1
2467,0,1
2473,0,1
2478,8,1
2479,8,0
2482,8,1
2484,8,0
2486,8,1
2487,8,0
2489,8,0
2490,8,1
2498,0,1
2499,0,0
2508,8,0
2512,0,1
2514,8,1
2520,0,1
2523,8,1
2524,8,0
2526,8,0
2528,8,1
2529,"1,8",0
2530,0,1
2534,8,1
2540,8,0
2548,8,1
2551,8,0
2562,8,0
2564,0,0
2571,8,1
2579,0,0
2580,0,0
2581,0,1
2584,0,0
2585,0,0
2592,8,1
2599,"1,8",0
2602,0,0
2605,3,1
2607,0,1
2610,8,1
2615,8,0
2622,8,0
2625,8,0
2630,0,1
2631,0,0
2637,8,1
2638,0,0
2639,0,1
2640,8,0
2645,8,0
2646,"3,8",1
2653,8,0
2654,8,1
2655,0,1
2657,0,1
2661,"6,8",1
2670,8,1
2680,0,1
2681,8,1
2688,8,0
2689,8,1
2702,0,1
2710,0,0
2711,0,0
2716,8,1
2722,8,0
2723,8,1
2726,8,0
2728,0,1
2729,0,0
2732,8,1
2740,8,0
2745,0,1
2748,8,1
2751,8,0
2754,0,1
2757,7,1
2760,0,0
2764,8,0
2767,7,1
2770,0,1
2776,8,1
2779,8,0
2782,0,1
2785,8,1
2787,0,0
2789,0,0
2794,0,1
2800,"1,8",1
2803,0,1
2808,8,1
2809,0,0
2817,8,0
2818,8,1
2822,8,1
2823,0,0
2824,1,1
2839,8,0
2841,"6,8",1
2844,0,1
2848,0,0
2850,8,1
2851,8,1
2855,8,1
2856,8,0
2859,8,0
2866,"1,8",1
2867,8,1
2872,8,0
2874,"1,8",0
2875,"1,8",1
2878,0,0
2880,"1,5,6",1
2883,8,1
2884,8,0
2888,0,1
2889,0,1
2895,0,1
2896,8,0
2899,8,1
2905,0,0
2912,8,0
2925,8,1
2928,8,1
2929,8,1
2930,0,1
2932,"1,8",0
2933,0,0
2936,0,0
2948,8,0
2950,0,1
2956,0,1
2957,8,1
2959,0,0
2961,8,1
2964,8,0
2966,1,1
2971,0,0
2975,0,0
2978,8,1
2979,0,1
2983,0,1
2984,8,0
2986,8,0
2987,0,1
2996,"6,8",1
3005,0,0
3007,3,0
3012,0,0
3022,8,1
3025,0,0
3029,8,1
3030,7,1
3040,8,1
3041,8,1
3044,8,1
3050,0,0
3055,0,1
3057,8,1
3058,8,0
3061,"1,6",1
3066,8,1
3067,0,0
3071,0,1
3077,"1,8",0
3079,8,0
3081,8,0
3086,0,1
3087,"1,8",1
3088,8,1
3094,8,0
3100,0,0
3104,0,1
3109,8,1
3110,0,1
3111,8,0
3113,"1,8",1
3114,8,1
3115,8,1
3116,0,1
3121,0,1
3124,8,0
3126,8,0
3133,8,0
3134,8,0
3147,0,1
3149,0,1
3150,0,1
3153,8,1
3154,3,1
3155,8,0
3156,8,0
3159,0,0
3163,8,1
3164,8,0
3169,8,0
3175,0,0
3179,3,1
3182,0,1
3183,8,1
3184,8,1
3185,0,1
3195,8,1
3197,3,0
3198,0,1
3199,8,1
3200,0,1
3206,0,0
3208,8,0
3209,1,0
3219,0,1
3220,0,1
3223,"1,6,7",0
3231,8,1
3238,8,1
3240,8,0
3244,0,1
3248,8,1
3249,8,0
3250,0,0
3259,0,1
3263,0,0
3266,0,0
3272,0,1
3277,8,0
3278,1,1
3279,8,1
3282,0,0
3301,8,1
3302,0,0
3307,8,0
3308,8,1
3310,0,1
3317,8,0
3324,8,0
3328,0,0
3331,"1,8",1
3339,8,0
3350,0,0
3358,0,0
3361,8,0
3364,8,0
3372,0,1
3375,8,0
3382,0,1
3383,8,1
3390,0,1
3391,8,1
3393,0,0
3398,8,0
3404,0,0
3407,8,0
3410,"4,8",0
3412,8,0
3422,0,0
3423,0,1
3426,0,0
3427,0,1
3430,"1,8",1
3437,0,1
3439,8,1
3440,0,1
3450,8,1
3453,8,1
3455,8,1
3457,0,0
3459,8,0
3463,1,1
3467,8,1
3468,8,1
3475,8,0
3476,0,1
3478,0,1
3482,8,1
3483,"3,8",0
3487,8,1
3490,8,1
3491,8,1
3492,0,0
3494,0,0
3496,8,0
3501,0,0
3508,0,1
3511,8,0
3513,8,0
3514,8,0
3515,"6,8",1
3520,0,0
3529,8,1
3531,8,1
3534,0,1
3535,8,0
3536,0,0
3537,8,1
3538,0,1
3541,"1,4",0
3542,8,0
3546,8,0
3550,1,1
3552,8,1
3556,6,1
3557,0,1
3562,0,0
3565,0,0
3567,8,1
3570,0,0
3571,8,0
3578,8,1
3587,"1,8",0
3588,8,0
3590,8,1
3592,0,0
3597,8,0
3599,8,1
3600,8,1
3601,8,1
3604,0,1
3608,0,1
3614,0,1
3615,0,1
3619,0,1
3621,0,0
3635,8,0
3636,8,1
3638,0,1
3640,8,1
3645,8,0
3646,0,1
3647,8,1
3648,8,1
3656,0,1
3661,8,1
3662,8,0
3663,0,1
3664,0,1
3680,8,0
3682,8,0
3683,0,1
3684,8,0
3685,8,0
3694,8,1
3695,0,1
3696,8,0
3697,8,1
3707,0,1
3709,8,1
3717,0,1
3718,8,0
3721,0,1
3724,0,0
3726,8,0
3732,0,0
3733,8,0
3734,0,0
3735,1,0
3736,0,1
3738,0,1
3748,8,0
3753,8,0
3754,8,0
3769,8,0
3780,0,0
3787,8,0
3788,0,1
3793,0,0
3795,8,0
3798,8,1
3801,8,0
3802,8,1
3803,8,0
3816,0,1
3818,7,1
3822,0,1
3829,0,1
3831,8,1
3841,"1,8",0
3847,8,0
3864,0,0
3866,8,0
3871,0,0
3872,8,1
3873,8,0
3876,0,1
3878,0,1
3880,"1,4,8",1
3882,8,1
3884,8,0
3885,0,0
3889,8,1
3891,8,1
3904,0,1
3906,8,0
3908,8,1
3909,8,0
3911,0,0
3912,0,0
3918,7,0
3922,0,1
3924,8,1
3927,0,1
3934,8,1
3945,8,0
3946,0,0
3955,8,1
3961,0,1
3962,8,1
3964,7,1
3965,1,1
3968,8,0
3970,8,0
3974,8,0
3976,8,1
3979,8,1
3982,8,0
3985,8,0
3997,0,0
3998,8,1
3999,8,1
4004,0,1
4009,0,1
4016,0,1
4018,8,0
4023,0,0
4028,0,0
4029,8,0
4030,8,1
4031,0,0
4033,8,1
4034,0,1
4038,0,0
4048,0,1
4052,0,1
4057,"1,6,8",0
4069,0,1
4074,0,0
4075,8,0
4076,8,1
4078,"1,4,8",1
4084,8,0
4085,0,1
4087,8,0
4089,0,1
4090,8,0
4092,8,1
4094,8,1
4099,0,1
4103,0,0
4108,8,0
4121,0,0
4127,0,0
4131,8,0
4134,8,1
4136,8,1
4139,8,1
4144,8,1
4150,0,1
4155,0,0
4159,0,1
4166,0,0
4171,8,1
4177,0,0
4181,8,1
4183,0,1
4184,8,0
4190,8,1
4191,3,1
4192,0,1
4194,0,1
4196,0,1
4202,0,0
4203,0,0
4206,8,0
4207,8,0
4211,0,0
4217,3,0
4219,1,1
4223,0,0
4240,0,0
4241,8,0
4243,0,0
4245,0,0
4254,0,1
4262,0,0
4263,0,0
4267,0,1
4269,"1,8",1
4271,8,1
4272,8,0
4274,8,0
4279,0,0
4280,8,1
4281,3,0
4288,0,1
4292,8,1
4293,8,1
4300,0,1
4301,0,0
4304,0,1
4315,8,0
4326,"1,8",1
4328,8,1
4329,3,0
4330,8,0
4335,8,1
4340,0,1
4347,8,1
4350,0,0
4354,8,1
4355,8,1
4356,0,0
4373,0,1
4375,0,0
4376,8,1
4378,0,1
4384,8,1
4385,8,0
4386,8,0
4392,0,0
4393,8,1
4395,0,1
4402,0,1
4408,0,0
4416,0,1
4417,8,1
4422,8,0
4424,8,0
4425,0,1
4426,"1,6",0
4427,0,0
4435,0,1
4444,8,1
4446,8,1
4448,"6,8",1
4451,0,0
4452,8,1
4454,8,0
4455,0,0
4456,8,1
4458,8,1
4460,0,1
4467,0,0
4471,8,0
4473,8,1
4478,"1,8",1
4479,0,0
4480,0,1
4487,8,1
4494,8,1
4497,0,1
4499,1,0
4504,"1,8",0
4505,0,0
4510,8,0
4514,0,0
4525,8,0
4526,0,1
4527,0,1
4529,"1,6",1
4530,0,1
4531,0,1
4543,0,1
4545,8,0
4549,8,0
4550,1,1
4551,0,0
4552,8,0
4554,0,1
4556,0,1
4557,8,0
4558,"1,8",1
4563,0,0
4567,8,1
4568,0,1
4570,8,0
4571,8,0
4574,8,1
4575,8,1
4580,8,1
4587,0,1
4588,0,0
4590,8,1
4593,1,1
4595,8,1
4599,8,0
4605,8,0
4610,8,0
4613,8,1
4621,8,1
4624,8,1
4627,8,0
4630,"1,8",0
4633,0,0
4635,8,1
4639,8,0
4648,0,1
4650,8,0
4651,8,1
4652,8,1
4653,3,1
4661,8,0
4663,8,1
4664,0,1
4666,0,1
4668,"1,8",1
4669,0,1
4679,0,0
4680,8,0
4681,0,1
4684,8,1
4685,8,0
4688,8,0
4694,8,1
4696,8,0
4699,8,1
4701,8,1
4702,8,1
4703,8,0
4705,8,1
4709,0,1
4714,8,0
4715,8,0
4717,0,0
4721,8,1
4722,8,1
4725,8,0
4729,"3,8",1
4730,"6,8",1
4734,0,1
4736,0,1
4737,8,0
4743,7,1
4744,8,1
4763,0,1
4764,8,1
4767,0,1
4768,8,1
4770,0,0
4771,8,0
4772,8,1
4775,"6,8",1
4777,0,1
4782,0,0
4786,0,1
4787,8,0
4789,8,0
4790,0,0
4793,0,0
4794,8,1
4803,0,1
4805,8,0
4809,0,0
4810,0,1
4812,8,0
4815,0,1
4818,0,1
4821,8,0
4825,6,0
4827,8,0
4829,1,1
4830,0,1
4831,0,1
4835,"6,8",1
4840,8,1
4841,8,1
4842,8,0
4845,8,1
4846,8,0
4848,8,1
4849,0,1
4851,8,0
4853,0,0
4855,8,1
4859,0,0
4861,0,1
4865,0,0
4867,8,0
4869,8,1
4872,0,1
4877,5,0
4883,0,0
4884,8,1
4887,0,0
4889,0,0
4890,0,1
4891,0,0
4894,0,1
4895,8,1
4897,"1,8",0
4898,8,1
4899,"1,8",0
4901,8,0
4902,8,0
4911,0,1
4916,"1,5",1
4921,8,1
4925,0,0
4946,0,0
4947,1,0
4951,8,0
4959,0,0
4961,8,1
4962,8,0
4963,0,0
4970,0,0
4972,0,1
4977,0,0
4981,8,0
4984,8,0
4985,8,1
4987,8,0
4992,8,0
5000,8,1
5006,0,1
5015,8,0
5023,0,1
5036,"1,8",0
5041,0,0
5043,8,0
5044,8,0
5047,8,1
5057,8,1
5061,"5,8",0
5064,0,0
5067,8,1
5071,0,0
5074,"1,8",0
5079,0,0
5081,8,0
5087,0,0
5088,8,1
5090,8,0
5096,8,1
5102,0,0
5103,6,1
5110,0,1
5111,8,0
5112,0,1
5113,8,1
5115,"1,8",0
5117,0,1
5124,8,0
5127,0,1
5131,8,0
5140,3,0
5143,8,0
5144,8,1
5147,0,1
5148,0,1
5153,0,0
5154,8,0
5155,0,0
5156,0,0
5157,8,1
5163,8,0
5165,8,1
5170,0,0
5180,0,0
5181,8,1
5184,0,1
5191,0,0
5193,"1,8",1
5195,7,0
5202,0,0
5203,0,1
5209,"1,8",1
5223,0,0
5226,0,1
5227,8,1
5229,0,0
5236,0,0
5242,0,1
5243,0,0
5245,8,1
5246,0,0
5247,8,1
5254,0,1
5256,8,1
5264,0,0
5270,8,1
5274,0,1
5278,0,1
5280,8,1
5281,8,1
5290,8,1
5294,8,0
5296,8,0
5308,0,0
5312,8,1
5313,0,0
5317,0,1
5318,0,1
5321,8,1
5325,8,0
5329,8,0
5330,"1,8",0
5333,8,0
5336,0,1
5338,8,0
5339,8,0
5340,0,0
5343,0,1
5345,0,1
5348,0,0
5351,0,1
5358,1,0
5362,8,1
5364,"1,8",0
5367,8,0
5372,0,1
5377,8,0
5378,0,0
5383,8,0
5404,8,1
5405,0,1
5413,3,0
5424,8,0
5430,0,1
5431,8,0
5436,0,1
5446,8,0
5451,0,1
5457,0,1
5458,8,1
5460,8,0
5466,8,1
5467,0,1
5470,8,1
5474,0,1
5476,8,0
5479,8,0
5483,8,0
5484,8,0
5497,8,1
5505,0,1
5507,8,0
5509,8,0
5510,0,0
5511,0,1
5514,8,0
5519,8,0
5526,0,0
5528,0,1
5532,0,0
5534,8,1
5537,8,0
5546,0,1
5548,8,1
5558,8,1
5559,8,0
5562,8,1
5566,0,1
5568,8,0
5570,8,0
5572,8,1
5574,8,0
5575,8,0
5576,0,0
5580,8,0
5584,3,0
5588,0,1
5592,0,0
5594,8,0
5597,8,0
5598,0,1
5600,1,0
5602,0,0
5603,8,0
5604,0,1
5605,"5,8",0
5606,8,0
5607,8,1
5611,0,1
5612,8,1
5616,8,0
5624,8,0
5625,8,1
5631,"1,8",0
5637,8,1
5640,0,1
5642,0,0
5643,0,0
5647,0,0
5649,8,1
5660,8,1
5661,0,0
5667,0,1
5668,8,1
5671,8,1
5678,8,1
5681,8,0
5685,0,1
5686,8,0
5688,0,0
5696,8,1
5701,8,1
5704,0,0
5715,0,1
5716,8,1
5726,8,0
5729,0,1
5730,0,0
5731,8,1
5732,0,1
5733,0,1
5736,0,0
5743,0,0
5749,0,0
5750,8,0
5752,0,1
5754,0,1
5755,0,1
5766,8,1
5770,8,0
5780,8,0
5782,1,0
5783,0,1
5784,0,0
5791,3,1
5795,0,0
5803,8,1
5805,8,1
5806,8,1
5810,8,1
5814,0,1
5815,5,0
5818,3,1
5821,0,1
5822,0,1
5828,8,1
5838,3,0
5840,0,0
5847,8,1
5852,0,1
5854,1,1
5857,8,1
5859,0,1
5862,0,0
5863,8,1
5873,0,0
5877,8,0
5878,8,1
5880,0,1
5884,8,0
5893,0,0
5896,8,1
5899,0,0
5901,8,1
5906,0,1
5907,8,0
5911,8,0
5913,8,0
5916,0,1
5920,8,1
5921,0,0
5925,0,0
5927,3,1
5928,0,1
5932,0,0
5933,8,1
5935,8,0
5938,8,1
5940,0,0
5946,0,0
5948,0,0
5952,0,0
5958,0,0
5971,8,1
5973,0,0
5979,0,0
5987,8,1
5989,8,1
5992,8,0
5997,8,1
6000,0,0
6002,8,0
6007,8,0
6014,0,0
6023,8,1
6025,0,1
6037,8,1
6040,"6,8",0
6041,0,0
6045,8,1
6046,0,0
6048,7,0
6050,0,0
6051,8,0
6052,0,1
6056,8,1
6058,8,1
6059,0,1
6065,0,1
6069,8,0
6071,8,1
6074,0,0
6076,8,1
6078,0,0
6082,0,0
6084,8,1
6085,0,1
6090,0,1
6093,8,0
6095,0,0
6098,"1,8",1
6101,0,0
6104,"3,5",0
6105,8,1
6106,0,0
6109,"1,8",0
6118,8,1
6119,0,1
6122,8,1
6124,8,0
6125,"1,8",1
6128,"1,8",1
6129,8,0
6130,"6,8",0
6133,0,1
6136,8,1
6139,0,0
6149,0,0
6150,0,1
6155,"1,8",0
6156,0,1
6157,0,0
6158,"1,8",1
6173,0,1
6179,8,0
6183,3,0
6186,0,0
6190,0,0
6194,0,0
6197,0,1
6199,8,0
6202,0,1
6205,0,1
6206,0,1
6208,8,0
6210,0,0
6222,0,1
6229,8,0
6239,8,1
6245,8,0
6246,1,1
6255,0,1
6259,8,0
6262,8,1
6270,8,0
6272,0,1
6274,0,0
6276,3,0
6286,8,1
6289,8,0
6291,8,0
6294,8,0
6295,0,1
6298,8,0
6301,8,0
6315,8,1
6316,8,1
6322,0,0
6324,0,1
6334,8,1
6338,0,0
6347,0,0
6349,8,0
6355,0,1
6356,8,0
6358,0,0
6360,8,1
6370,8,0
6377,"5,8",0
6380,0,0
6385,0,0
6390,0,0
6392,8,0
6393,0,0
6394,"1,8",0
6396,8,0
6398,8,0
6400,8,0
6404,7,0
6405,0,1
6408,8,0
6410,8,1
6411,8,1
6412,0,0
6413,0,1
6423,1,1
6426,8,1
6427,"3,8",1
6428,0,0
6432,0,1
6433,0,0
6450,"1,8",0
6453,0,1
6455,8,0
6456,0,1
6458,8,1
6459,1,1
6460,"1,8",0
6463,8,0
6465,0,1
6466,0,0
6468,0,1
6473,8,1
6477,8,0
6487,"1,8",1
6489,1,1
6492,0,1
6493,8,1
6496,0,0
6498,0,1
6499,0,1
6501,8,0
6507,8,0
6510,8,1
6516,0,0
6521,0,0
6534,8,1
6541,0,0
6555,"1,8",1
6556,0,0
6560,0,0
6562,6,1
6564,3,1
6568,"5,8",1
6569,8,1
6573,0,1
6581,0,0
6593,8,0
6597,1,1
6608,0,0
6613,8,1
6617,0,1
6620,"6,8",0
6622,0,0
6623,8,0
6628,8,1
6629,8,1
6633,0,0
6635,8,1
6637,7,0
6640,8,1
6643,8,0
6649,0,0
6653,8,0
6654,8,0
6655,0,1
6656,0,0
6662,8,0
6663,8,0
6667,0,1
6672,0,0
6674,8,1
6676,8,1
6683,0,1
6684,0,0
6685,6,1
6686,8,0
6690,"1,8",0
6693,8,0
6694,0,1
6700,8,1
6713,0,0
6721,0,1
6722,3,1
6727,8,0
6735,6,1
6737,8,1
6739,8,0
6744,0,0
6745,8,0
6746,"6,8",0
6750,0,0
6756,0,0
6760,8,1
6761,0,0
6762,0,0
6766,8,1
6769,8,0
6778,0,1
6789,"1,8",1
6794,8,0
6797,"5,8",0
6805,0,0
6806,0,0
6809,8,1
6810,0,0
6815,0,0
6831,8,0
6836,0,0
6839,8,0
6841,0,0
6842,0,0
6847,0,0
6856,8,1
6860,8,0
6869,8,1
6871,0,0
6874,8,0
6875,0,1
6878,8,0
6881,"1,8",0
6887,0,0
6889,8,1
6891,3,0
6894,8,0
6900,0,1
6904,0,0
6921,0,0
6922,8,1
6925,1,0
6926,8,0
6937,8,0
6939,1,1
6941,8,0
6943,8,0
6944,0,1
6948,8,1
6950,8,0
6952,0,1
6954,8,0
6961,0,0
6964,0,0
6965,8,1
6967,8,1
6968,8,0
6974,"1,8",1
6985,0,0
6988,0,0
6989,0,1
6990,8,0
6992,8,1
6995,8,1
7000,3,0
7002,8,0
7010,8,0
7015,0,1
7021,8,0
7033,3,0
7038,8,0
7039,0,1
7040,0,0
7044,8,1
7054,"1,3",1
7059,0,0
7069,3,1
7070,8,0
7072,8,1
7077,"1,6",1
7079,8,0
7089,0,1
7092,0,0
7097,8,1
7100,8,1
7102,0,1
7111,0,0
7112,0,0
7116,0,1
7118,"5,6",0
7121,8,0
7124,8,1
7126,1,1
7127,0,1
7130,0,0
7137,0,1
7141,8,1
7142,8,1
7143,8,0
7144,0,0
7147,0,1
7161,0,0
7163,8,0
7164,8,0
7165,0,1
7171,8,0
7175,0,0
7179,0,0
7180,8,0
7185,0,0
7196,8,1
7200,0,0
7212,0,0
7215,8,1
7218,0,0
7220,8,1
7224,8,1
7225,0,1
7226,0,0
7227,8,0
7231,0,1
7233,8,1
7239,8,1
7242,0,0
7251,8,1
7254,8,0
7260,0,0
7263,8,1
7266,0,0
7269,8,0
7276,0,1
7277,8,0
7278,8,1
7279,8,0
7280,0,0
7282,0,0
7283,8,0
7289,0,1
7300,0,1
7312,5,0
7313,8,0
7320,0,0
7322,0,1
7323,0,0
7331,"1,8",1
7339,0,1
7341,8,1
7342,0,1
7345,0,0
